"","X1","X2","region","hemi","roi","side"
"283",134.090029474958,198.801190369715,"7Networks_LH_SomMot_34","left","0066","lateral"
"284",120.009046811946,195.28300045219,"7Networks_LH_SomMot_34","left","0066","lateral"
"285",149.683119291657,200.13349717325,"7Networks_LH_SomMot_34","left","0066","lateral"
"286",144.574468853605,200.631818197007,"7Networks_LH_SomMot_34","left","0066","lateral"
"287",165.253539837859,202.227428241626,"7Networks_LH_SomMot_35","left","0067","lateral"
"288",163.337783942444,197.731210266612,"7Networks_LH_SomMot_35","left","0067","lateral"
"289",167.263473188105,195.961781218918,"7Networks_LH_SomMot_35","left","0067","lateral"
"290",175.433427612572,197.290385612126,"7Networks_LH_SomMot_35","left","0067","lateral"
"291",179.63112849024,201.900604162782,"7Networks_LH_SomMot_35","left","0067","lateral"
"292",165.253539837859,202.227428241626,"7Networks_LH_SomMot_35","left","0067","lateral"
"293",181.075133881951,202.235042355944,"7Networks_LH_SomMot_36","left","0068","lateral"
"294",191.862230872191,196.518602151755,"7Networks_LH_SomMot_36","left","0068","lateral"
"295",199.723680997825,197.815276278983,"7Networks_LH_SomMot_36","left","0068","lateral"
"296",194.387642134921,200.789843762271,"7Networks_LH_SomMot_36","left","0068","lateral"
"297",181.075133881951,202.235042355944,"7Networks_LH_SomMot_36","left","0068","lateral"
"298",159.079530870865,202.512671150825,"7Networks_LH_SomMot_37","left","0069","lateral"
"299",155.760513749399,202.115125731701,"7Networks_LH_SomMot_37","left","0069","lateral"
"300",163.356242126857,202.33891364833,"7Networks_LH_SomMot_37","left","0069","lateral"
"301",162.052787502808,202.52385412691,"7Networks_LH_SomMot_37","left","0069","lateral"
"302",159.079530870865,202.512671150825,"7Networks_LH_SomMot_37","left","0069","lateral"
"303",208.740177615702,26.3905467504578,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"304",208.746827277461,26.3815242719766,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"305",208.755470846493,26.3914545273647,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"306",208.748682597862,26.3986257697284,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"307",208.740177615702,26.3905467504578,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"308",206.280620252183,25.4093521194276,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"309",206.296080065291,25.4025627314722,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"310",206.315975865545,25.4109700238785,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"311",206.301028621828,25.4178321117489,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"312",206.280620252183,25.4093521194276,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"313",203.840177615701,24.4305467504579,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"314",203.846827277461,24.4215242719766,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"315",203.855470846492,24.4314545273647,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"316",203.848682597862,24.4386257697284,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"317",203.840177615701,24.4305467504579,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"318",200.400620252183,23.4493521194275,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"319",200.416080065292,23.4425627314723,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"320",200.435975865545,23.4509700238785,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
"321",200.421028621828,23.457832111749,"7Networks_LH_DorsAttn_Post_1","left","0070","lateral"
